Onglet;Domaine;Sous Domaine;Indicateur;Champs;Formule;
Effectifs;Emploi;Départs;Nombre de licenciements pour d'autres causes;Technicien;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et  [Nature de la fin de contrat] notin('licenciement économique', 'démission')  et [CSP] est 'Technicien'
Effectifs;Emploi;Départs;Nombre de fins de contrats de travail à durée déterminée;Cadre;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [type de contrat] est 'CDD' et [CSP] est 'Cadre'
Effectifs;Emploi;Départs;Nombre de fins de contrats de travail à durée déterminée;Agent de Maitrise ;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [type de contrat] est 'CDD' et [CSP] est 'Agent de maitrise'
Effectifs;Emploi;Départs;Nombre de fins de contrats de travail à durée déterminée;Employé;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [type de contrat] est 'CDD' et [CSP] est 'employé'
Effectifs;Emploi;Départs;Nombre de fins de contrats de travail à durée déterminée;Ouvrier;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [type de contrat] est 'CDD' et [CSP] est 'Ouvrier'
Effectifs;Emploi;Départs;Nombre de fins de contrats de travail à durée déterminée;Technicien;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [type de contrat] est 'CDD' et [CSP] est 'Technicien'
Effectifs;Emploi;Départs;Nombre de décès;Cadre;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [Nature de la fin de contrat] est 'décès' et [CSP] est 'Cadre'
Effectifs;Emploi;Départs;Nombre de décès;Agent de Maitrise ;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [Nature de la fin de contrat] est 'décès' et [CSP] est 'Agent de maitrise'
Effectifs;Emploi;Départs;Nombre de décès;Employé;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [Nature de la fin de contrat] est 'décès' et [CSP] est 'employé'
Effectifs;Emploi;Départs;Nombre de décès;Ouvrier;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [Nature de la fin de contrat] est 'décès' et [CSP] est 'Ouvrier'
Effectifs;Emploi;Départs;Nombre de décès;Technicien;Nombre [matricule] par [structure] dont année[Date de sortie] est 'référence' et [Nature de la fin de contrat] est 'décès' et [CSP] est 'Technicien'
Effectifs;Travailleurs handicapés;Handicapés;Nombre de travailleurs handicapés à la suite d'accidents du travail intervenus dans l'entreprise, employés au 31 mars de l'année considérée;Nombre de travailleurs handicapés;Nombre [matricule] par [structure] dont [Type de reconnaissance] est 'RQTH' et année[Date de sortie] dans ('reference','null')
Effectifs;Evolution des effectifs;Travailleurs extérieurs;Evolution du nombre de stagiaires;Evolution du nombre de stagiaires;Nombre [matricule] par [structure] dont [Type de contrat] est 'stage' et année[Date de sortie] dans ('reference','null')
Effectifs;Formation;Apprentissage;Nombre de contrats d'apprentissage conclus dans l'année;Nombre de contrats d'apprentissage conclus dans l'année;Nombre [matricule] par [structure] dont [Type de contrat] est 'Apprentissage' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés à temps partiel entre 20 et 30 heures;Cadre;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [CSP] est 'Cadre' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés à temps partiel entre 20 et 30 heures;Agent de Maitrise ;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [CSP] est 'Agent de maitrise' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés à temps partiel entre 20 et 30 heures;Employé;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [CSP] est 'employé' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés à temps partiel entre 20 et 30 heures;Ouvrier;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [CSP] est 'Ouvrier' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés à temps partiel entre 20 et 30 heures;Technicien;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [CSP] est 'Technicien' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés en autres formes de temps partiel;Cadre;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [CSP] est 'Cadre' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés en autres formes de temps partiel;Agent de Maitrise ;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [CSP] est 'Agent de maitrise' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés en autres formes de temps partiel;Employé;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [CSP] est 'employé' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés en autres formes de temps partiel;Ouvrier;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [CSP] est 'Ouvrier' et année[Date de sortie] dans ('reference','null')
Effectifs;Autres conditions de travail;Durée et aménagement du temps de travail;Nombre de salariés employés en autres formes de temps partiel;Technicien;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [CSP] est 'Technicien' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDI par CSP;Cadre;Nombre [matricule] par [structure] dont [CSP] est 'Cadre'et [Type de contrat] est 'CDI' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDI par CSP;Cadre;Nombre [matricule] par [structure] dont [CSP] est 'Cadre'et [Type de contrat] est 'CDI' et [Sexe] est 'femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDD par CSP;Cadre;Nombre [matricule] par [structure] dont [CSP] est 'Cadre'et [Type de contrat] est 'CDD' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDD par CSP;Cadre;Nombre [matricule] par [structure] dont [CSP] est 'Cadre'et [Type de contrat] est 'CDD' et [Sexe] est 'femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDI par CSP;Agent de Maitrise;Nombre [matricule] par [structure] dont [CSP] est 'Agent de maitrise'et [Type de contrat] est 'CDI' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
